,fit,vac,mse,rmse,mae,aic,bic,model,group
0,all_LaR,0.04912397575078997,0.14905665098607773,0.35145983653008384,0.3860785554599967,-8909.08124711126,-8851.002556358297,LaR,all
1,cocaine_LaR,0.05187059296630059,0.14747101775883814,0.34603484574833415,0.3840195538756303,-4826.646862679403,-4774.119534834497,LaR,cocaine
2,control_LaR,0.04411524017585777,0.1434146220713733,0.34122762150873726,0.378701230617717,-4174.811224829372,-4123.714620954739,LaR,control
3,ind_LaR,0.07737599430230657,0.08010470879899353,0.24485043026469133,0.2830277527010267,-226.86880209274514,-203.6964032862147,LaR,cocaine
4,ind_LaR,0.016268020402122052,0.16290095714456215,0.3782823649533888,0.40360990714371986,-161.64667588568312,-138.29059723447182,LaR,cocaine
5,ind_LaR,0.12404525784899623,0.09307654872834381,0.25048662699283536,0.3050844944082603,-259.7969633151796,-234.9373979019998,LaR,cocaine
6,ind_LaR,0.04777800253749598,0.19620701363895293,0.4250922883886352,0.44295260879574117,-182.31595316662626,-157.00629396827452,LaR,cocaine
7,ind_LaR,0.2722904837452108,0.11705639269196792,0.31694568973398474,0.3421350503704172,-245.84723499246348,-220.53757579411172,LaR,cocaine
8,ind_LaR,0.23746591883971613,0.12066842492976546,0.306359086171019,0.3473736100076767,-223.0768014546013,-198.45101541905086,LaR,cocaine
9,ind_LaR,0.16282352044673132,0.0691948574054141,0.21468152352887476,0.2630491539720554,-257.09535960927894,-233.38279871521223,LaR,cocaine
10,ind_LaR,0.12321930263540393,0.18022251792248833,0.3963288135757887,0.4245262276025927,-184.20043174510374,-159.26427012491274,LaR,cocaine
11,ind_LaR,0.20902629155093078,0.09983308333061762,0.26115253291428153,0.31596373736651745,-240.0766332814548,-215.61014343979895,LaR,cocaine
12,ind_LaR,0.04599211691455252,0.09534104492986216,0.26528198334714337,0.30877345243699655,-273.43656378442137,-248.05402969397602,LaR,cocaine
13,ind_LaR,0.09189932493474318,0.15878827178680366,0.3645258900133438,0.39848246107803,-191.78092904834338,-167.1551430127929,LaR,cocaine
14,ind_LaR,0.09174651559186942,0.0959213530259676,0.2631592382947317,0.3097117256836874,-237.52070622198897,-213.29857528192667,LaR,cocaine
15,ind_LaR,0.6044675413481606,0.08801345853261418,0.2741991623404246,0.2966706229686623,-266.3410679842729,-241.4815025710931,LaR,cocaine
16,ind_LaR,0.2086693350852391,0.10373378561766826,0.2862213705737167,0.32207729758191317,-206.3268141135139,-182.9707354623026,LaR,cocaine
17,ind_LaR,0.20856325242745044,0.05618195462542449,0.20285600600636836,0.23702732885771735,-330.3783195518643,-305.2162046414936,LaR,cocaine
18,ind_LaR,0.014598828870683533,0.09987474281703704,0.2274565939602248,0.3160296549645888,-164.00323754584886,-142.67820687364568,LaR,cocaine
19,ind_LaR,0.1820878302602672,0.11813077400803994,0.30628017478825864,0.3437015769647267,-266.08308084490943,-240.06993869091366,LaR,cocaine
20,ind_LaR,0.22651913152756165,0.16271393574418777,0.3809889547075107,0.40337815476818745,-181.73377769603155,-157.4294544038998,LaR,cocaine
21,ind_LaR,0.12584109938681354,0.18341726979722375,0.4037255557933784,0.42827242474530597,-177.03902927818385,-152.3346401229146,LaR,cocaine
22,ind_LaR,0.08477853210296238,0.1361017642078386,0.30494262026545305,0.36891972596736894,-173.45783105506393,-150.3786973318534,LaR,cocaine
23,ind_LaR,0.18683494303950043,0.0727920285620194,0.22384993068831824,0.269799978802852,-249.25518041002596,-225.63042509046753,LaR,cocaine
24,ind_LaR,0.03194906639094752,0.09681416560755077,0.26113805215889335,0.3111497478828334,-229.50596738742294,-205.53501554041435,LaR,cocaine
25,ind_LaR,0.12734305785657296,0.09581782823961191,0.256703449854375,0.30954454968487477,-216.53065127849354,-193.08411960460072,LaR,cocaine
26,ind_LaR,0.08935286827971245,0.14230994012312753,0.3317766078532067,0.37723989731088564,-167.22605268844234,-144.24116066403747,LaR,control
27,ind_LaR,0.17797885458519203,0.10474735403236997,0.2694594781261169,0.32364695894194645,-169.26493036764745,-147.49536489747805,LaR,control
28,ind_LaR,0.21476867621449114,0.07653165977401269,0.23442477320445035,0.2766435608757462,-182.46396009964096,-161.25358065943465,LaR,control
29,ind_LaR,0.05394694311519499,0.17470408502608098,0.37434441173948513,0.4179761775820256,-132.04090439606657,-109.95177872978499,LaR,control
30,ind_LaR,0.15426727389182382,0.09292406757016876,0.26327968019064096,0.30483449209393737,-212.46934191564392,-189.29694310911347,LaR,control
31,ind_LaR,0.1378437887002396,0.11461525364768085,0.29764652469569364,0.3385487463389591,-198.61743801760628,-175.17090634371345,LaR,control
32,ind_LaR,0.13629399253259766,0.09399272462691159,0.25942125025162804,0.30658232928026297,-199.53748655100455,-176.84138935756317,LaR,control
33,ind_LaR,0.07434005241570518,0.1298618601117296,0.31829216280329875,0.36036351107143133,-159.5917086983312,-137.39853563043994,LaR,control
34,ind_LaR,0.020010654164636654,0.1287828483630846,0.3181278350725421,0.3588632725190537,-164.41685987651778,-142.01913254892852,LaR,control
35,ind_LaR,0.2436253445738833,0.13583443313704488,0.33254088388788533,0.36855723183386985,-111.76070498869834,-92.1912195596376,LaR,control
36,ind_LaR,0.05342543799466681,0.18168850327009373,0.40244176190128983,0.42624934401133535,-116.73146471918557,-95.40643404698238,LaR,control
37,ind_LaR,0.04906689792023444,0.09147300222912531,0.2592664409982654,0.30244504001409134,-161.37835558829315,-140.52096256646635,LaR,control
38,ind_LaR,0.007181534848425097,0.10938445919529866,0.29006240891497903,0.3307332145329505,-192.22421312739587,-169.239321102991,LaR,control
39,ind_LaR,0.05282979199069926,0.10792875174415512,0.29374030095692516,0.32852511584984656,-173.46042190438274,-151.37129623810117,LaR,control
40,ind_LaR,0.14540237671453315,0.15536595469350903,0.3593821561549706,0.3941648826233877,-164.47325078805198,-141.20854348001683,LaR,control
41,ind_LaR,0.1648467636477592,0.1165781953484339,0.2881381934171229,0.34143549222134756,-141.04028395551873,-120.3036981166812,LaR,control
42,ind_LaR,0.14528087042514992,0.11559128343985148,0.2925407608384694,0.3399871812875472,-197.76947283562427,-174.32294116173145,LaR,control
43,ind_LaR,0.0028860033063250468,0.03910548403374055,0.15151029361010196,0.19775106582200902,-276.9758234339691,-254.37808787531742,LaR,control
44,ind_LaR,0.15249086853950378,0.15029886732500733,0.35362376596962164,0.3876839786798099,-160.14217472452717,-137.25252168409713,LaR,control
45,ind_LaR,0.02008058751040198,0.08100915581838058,0.17573013543898822,0.28462107409392684,-203.1609924394488,-180.86496110914493,LaR,control
46,ind_LaR,0.04193372082043845,0.21331516168661754,0.45031844518976366,0.46186054354817707,-138.0434420263682,-114.50735737479687,LaR,control
47,ind_LaR,0.08918344608165518,0.15757056878922687,0.3468784449494225,0.3969515950203839,-153.85301346907428,-131.059618030695,LaR,control
48,ind_LaR,0.08922917006083753,0.053877982335127125,0.162050642222993,0.2321163120832466,-306.2347046829263,-281.84893287111527,LaR,control
49,ind_LaR,0.26872343222846873,0.11424016037026842,0.28277832902388766,0.3379943200266366,-203.28414241222885,-179.6593870926704,LaR,control
50,all_LaR,0.0438048448228292,0.15016451433426833,0.3543896942852559,0.38751066351039726,-8874.351732973464,-8816.2730422205,LaR,all
51,cocaine_LaR,0.05120690421778129,0.1459419212447122,0.34332363881437855,0.38202345640642565,-4978.122807743741,-4925.367264043325,LaR,cocaine
52,control_LaR,0.037547348702843486,0.14733435199982514,0.34987628321450087,0.38384157148467535,-3992.1163156686016,-3941.2948331457274,LaR,control
53,ind_LaR,0.1147345112812983,0.08646875758206114,0.25402363789386456,0.2940557048963022,-231.69315565955645,-208.06840033999802,LaR,cocaine
54,ind_LaR,0.00682437167258132,0.15233187749522348,0.346153918098639,0.3902971656254033,-170.16937337258443,-146.7228416986916,LaR,cocaine
55,ind_LaR,0.16442673729345503,0.07406943529703354,0.22609037611525112,0.27215700486490063,-260.4944972658039,-236.43903775564672,LaR,cocaine
56,ind_LaR,0.0443334234631203,0.1952858252394096,0.4222761352275975,0.4419115581645377,-164.92859459311617,-140.46210475146032,LaR,cocaine
57,ind_LaR,0.2576376217673332,0.10999382721163206,0.30793837832383597,0.3316531730763812,-249.0870547536847,-223.924939843314,LaR,cocaine
58,ind_LaR,0.21949044966375164,0.10599951589567433,0.2755340727864417,0.325575668463837,-255.80713173209756,-230.57094232949825,LaR,cocaine
59,ind_LaR,0.20641394721124295,0.04762146314717867,0.17020282376430765,0.21822342483605803,-399.0926246699298,-372.8127963374767,LaR,cocaine
60,ind_LaR,0.18137245801581836,0.17072699662135532,0.37964191000021624,0.41319123492803583,-192.3550516004424,-167.34294016243865,LaR,cocaine
61,ind_LaR,0.23564022680320884,0.10109190864450707,0.2686647837005245,0.31794953789006686,-243.25667158571525,-218.6308855501648,LaR,cocaine
62,ind_LaR,0.03015839664832476,0.08382171209654218,0.24358301388631592,0.28951979569028125,-267.09226924457596,-242.3878800893067,LaR,cocaine
