,fit,vac,mse,rmse,mae,depth,ests,group
1187,RF,1.0,1.479625772430875e-32,1.2163986897522025e-16,6.748074321549779e-17,50,10,cocaine
1188,RF,0.9788800437680744,0.002896042857142856,0.05381489438011428,0.029985714285714338,50,10,cocaine
1189,RF,0.9680511724795532,0.0021553357142857135,0.04642559331107911,0.03236428571428572,50,10,cocaine
1190,RF,0.913861006874116,0.011201171428571428,0.10583558677765918,0.0579,50,10,cocaine
1191,RF,0.9714789398143182,0.004158299999999999,0.06448488194918248,0.04361428571428572,50,10,cocaine
1192,RF,0.9414256638206446,0.012440099999999999,0.11153519623867615,0.056428571428571474,50,10,cocaine
1193,RF,0.9799500429316703,0.004312192857142856,0.06566728909543058,0.01840714285714291,50,10,cocaine
1194,RF,0.9152272859635529,0.013241364285714284,0.11507112707240806,0.06507857142857144,50,10,cocaine
1195,RF,0.9477222987507615,0.004920500000000001,0.07014627573863064,0.047166666666666655,50,10,cocaine
1196,RF,0.9502095997427384,0.006033707142857142,0.07767694086958589,0.03936428571428571,50,10,cocaine
1197,RF,0.9586141164974873,0.0049826785714285685,0.07058809086119676,0.04736428571428571,50,10,cocaine
1198,RF,0.9564952096333709,0.006198216216216215,0.07872875088692959,0.046558558558558547,50,10,control
1199,RF,0.9194733770561583,0.010634576923076924,0.1031240850775265,0.07061538461538461,50,10,control
1200,RF,0.9539834898337805,0.004409918918918918,0.06640722038241714,0.04453153153153152,50,10,control
1201,RF,0.897151859372742,0.019650045045045042,0.1401786183590245,0.08907207207207209,50,10,control
1202,RF,0.9392126651025833,0.0071027117117117115,0.08427758724424728,0.053270270270270266,50,10,control
1203,RF,0.9563327841687327,0.005253720720720721,0.07248255459571441,0.04608108108108107,50,10,control
1204,RF,0.936671689200579,0.007641099099099098,0.08741338054954229,0.05565765765765765,50,10,control
1205,RF,0.9654113477945628,0.004876198198198199,0.06982978016719084,0.03920720720720721,50,10,control
1206,RF,0.926507847811382,0.010424720720720718,0.10210152163763632,0.06416216216216217,50,10,control
1207,RF,0.9751447941545849,0.0036594234234234215,0.060493168402914896,0.027567567567567605,50,10,control
1208,RF,0.9819694287480638,0.00333572972972973,0.057755776591867675,0.022288288288288355,50,10,control
1209,RF,0.969972246549321,0.0029241801801801804,0.05407568936389235,0.035297297297297296,50,10,control
1210,RF,0.9253390004303677,0.00857482882882883,0.09260037164519822,0.051603603603603616,50,10,control
1211,RF,0.8994932887164738,0.011700216216216214,0.10816753771911522,0.07075675675675674,50,10,control
1212,RF,0.9358480952119761,0.011429090090090086,0.10690692255457589,0.056405405405405444,50,10,control
1213,RF,0.9662227438558282,0.004637090090090088,0.06809618263963178,0.03872972972972976,50,10,control
1214,RF,0.9654326230022136,0.0044190630630630634,0.06647603374948798,0.04183783783783782,50,10,control
1215,RF,0.9744976627843214,0.0009330630630630625,0.030546080977157487,0.017063063063063103,50,10,control
1216,RF,0.9467557005136129,0.009664909909909912,0.09831027367427024,0.05575675675675678,50,10,control
1217,RF,0.9997303885970896,3.697297297297282e-05,0.006080540516514368,0.0025585585585586558,50,10,control
1218,RF,0.9186078309092947,0.018452729729729726,0.13584082497441527,0.0736846846846847,50,10,control
1219,RF,0.8514378357951276,0.027139954954954953,0.1647420861679096,0.10330630630630633,50,10,control
1220,RF,0.9274088176084548,0.006516423423423422,0.08072436697443605,0.03582882882882887,50,10,control
1221,RF,0.9740223490466444,0.004526027027027027,0.06727575363403242,0.034801801801801785,50,10,control
1222,RF,0.9501014853091274,0.004645392857142854,0.06815711890289124,0.03975000000000001,100,10,cocaine
1223,RF,0.9383038459810401,0.010011564285714284,0.1000578047216422,0.053078571428571426,100,10,cocaine
1224,RF,0.9171432412194537,0.008204649999999997,0.09057952307227057,0.06027857142857143,100,10,cocaine
1225,RF,0.9247095850687075,0.015501071428571425,0.12450329886622051,0.05697142857142863,100,10,cocaine
1226,RF,0.9777561202366835,0.0035751928571428576,0.05979291644620505,0.03052142857142858,100,10,cocaine
1227,RF,0.9538182516514665,0.006629092857142856,0.08141924132011337,0.03819285714285714,100,10,cocaine
1228,RF,0.9636796215535988,0.0027205214285714297,0.05215861797029739,0.03709285714285715,100,10,cocaine
1229,RF,0.9516845720152028,0.010182964285714283,0.10091067478574446,0.05070714285714291,100,10,cocaine
1230,RF,0.9526623169095153,0.006075878571428572,0.07794792217518419,0.05055,100,10,cocaine
1231,RF,0.8981195827506993,0.01082960714285714,0.10406539839378477,0.06609285714285713,100,10,cocaine
1232,RF,0.9867316403926004,0.0023789071428571428,0.04877404169081278,0.023150000000000046,100,10,cocaine
1233,RF,0.9446863693004146,0.006780528571428571,0.08234396499700856,0.05114285714285714,100,10,cocaine
1234,RF,1.0,1.5413759012727909e-32,1.2415216072516784e-16,7.337880303381894e-17,100,10,cocaine
1235,RF,0.9820862248774577,0.002456399999999999,0.04956208228071132,0.025500000000000057,100,10,cocaine
1236,RF,0.9724897478373352,0.0018558999999999993,0.04308015784557897,0.03202857142857142,100,10,cocaine
1237,RF,0.8809177159279147,0.015484985714285715,0.12443868254801525,0.06232857142857142,100,10,cocaine
1238,RF,0.9698718186722116,0.004392614285714284,0.06627680050903396,0.04277142857142857,100,10,cocaine
1239,RF,0.9287678770836718,0.015128378571428569,0.12299747384165485,0.05526428571428576,100,10,cocaine
1240,RF,0.9858805037078754,0.0030367142857142845,0.055106390606845995,0.015928571428571483,100,10,cocaine
1241,RF,0.9117149037048671,0.013789992857142854,0.11743080029167328,0.06733571428571429,100,10,cocaine
1242,RF,0.9635996406043714,0.0034260873015873015,0.05853278826083123,0.038880952380952384,100,10,cocaine
1243,RF,0.9331796264343026,0.008097435714285714,0.08998575284057868,0.046078571428571434,100,10,cocaine
1244,RF,0.9319030090383578,0.00819857857142857,0.09054600251490161,0.06159285714285712,100,10,cocaine
1245,RF,0.9662620066788272,0.00480672072072072,0.06933051796085703,0.04254054054054055,100,10,control
1246,RF,0.9289335420528819,0.00938524038461538,0.09687745034121914,0.06850961538461539,100,10,control
1247,RF,0.9400928306212744,0.0057411081081081075,0.07577010035698849,0.05177477477477477,100,10,control
1248,RF,0.8610999943161443,0.02653807207207207,0.16290510143047107,0.11536936936936938,100,10,control
1249,RF,0.9339086607415245,0.007722459459459459,0.08787752533759391,0.055594594594594586,100,10,control
1250,RF,0.9592191815715992,0.004906450450450449,0.07004605949266846,0.04504504504504505,100,10,control
1251,RF,0.9308716849762693,0.008340918918918918,0.09132863143023068,0.05924324324324323,100,10,control
1252,RF,0.970077759305054,0.004218342342342339,0.06494876705790757,0.041801801801801805,100,10,control
1253,RF,0.9251587328379728,0.010616090090090088,0.10303441216452923,0.06877477477477477,100,10,control
1254,RF,0.9736732927361305,0.0038760720720720696,0.06225810848453452,0.0276396396396397,100,10,control
1255,RF,0.9847024092279686,0.0028301171171171177,0.05319884507315096,0.021468468468468515,100,10,control
1256,RF,0.9728720195877687,0.002641792792792792,0.0513983734450108,0.03393693693693693,100,10,control
1257,RF,0.9393274561169809,0.006968252252252251,0.08347605795826879,0.04664864864864867,100,10,control
1258,RF,0.9241285475625383,0.00883236936936937,0.09398068615076914,0.06350450450450452,100,10,control
1259,RF,0.9501509729719585,0.008880936936936933,0.09423872312874858,0.05434234234234239,100,10,control
1260,RF,0.9580887772313139,0.005753756756756756,0.07585352171624436,0.04285585585585588,100,10,control
1261,RF,0.9692280042394612,0.003933864864864867,0.06272052985159537,0.03831531531531532,100,10,control
1262,RF,0.9318272319344941,0.00249426126126126,0.04994257964163705,0.02572072072072073,100,10,control
1263,RF,0.9513267082761572,0.008835180180180178,0.09399563915512346,0.043864864864864885,100,10,control
1264,RF,0.9997546299732285,3.3648648648648405e-05,0.005800745525244872,0.0028198198198199054,100,10,control
1265,RF,0.9222454286819977,0.017628036036036035,0.13277061435436696,0.06789189189189192,100,10,control
1266,RF,0.8754382492386438,0.022755459459459455,0.15084912813622575,0.09668468468468469,100,10,control
1267,RF,0.8929434033843581,0.009610342342342341,0.09803235354892965,0.04113513513513518,100,10,control
1268,RF,0.963252453416233,0.00640244144144144,0.08001525755405303,0.03966666666666666,100,10,control
1269,RF,0.9653536187198213,0.00322546779441975,0.05679320200886502,0.03693563605442183,10,50,cocaine
1270,RF,0.9524496501266128,0.007716094984126985,0.08784130568318635,0.05372666666666682,10,50,cocaine
1271,RF,0.9356469410050178,0.006372374846107874,0.07982715606927178,0.05222811224489799,10,50,cocaine
1272,RF,0.9485886093178557,0.010584768857142856,0.10288230585063136,0.05855571428571457,10,50,cocaine
1273,RF,0.975948049192048,0.0038657987565079367,0.062175547898735375,0.03209642857142857,10,50,cocaine
1274,RF,0.9706108955970453,0.004218616857142858,0.06495088034155394,0.03481571428571436,10,50,cocaine
1275,RF,0.9731745635793019,0.002009317571428573,0.04482541211666183,0.03242285714285715,10,50,cocaine
1276,RF,0.9550144365465919,0.009481161714285717,0.09737125712593896,0.055680000000000215,10,50,cocaine
1277,RF,0.9594946470378787,0.005198936450275346,0.0721036507416604,0.05246877551020409,10,50,cocaine
1278,RF,0.9420160087477927,0.006163538222460319,0.07850820480981793,0.0530575952380953,10,50,cocaine
1279,RF,0.9881485168029096,0.0021248729206349223,0.04609634389661421,0.024874761904762042,10,50,cocaine
1280,RF,0.9507297711368785,0.0060397083015873015,0.07771556022822779,0.048792857142857166,10,50,cocaine
1281,RF,0.9999999177292899,1.8285714285713528e-08,0.00013522468075655985,3.714285714316229e-05,10,50,cocaine
1282,RF,0.9882891377806194,0.0016058347142857146,0.04007286755755962,0.02314000000000023,10,50,cocaine
1283,RF,0.975745730027526,0.0016362445307936521,0.04045051953675814,0.02962942857142864,10,50,cocaine
1284,RF,0.9058743037659491,0.01223973047619047,0.11063331539907167,0.06049523809523805,10,50,cocaine
1285,RF,0.9782787229525182,0.0031669084444444443,0.056275291598040116,0.04030761904761912,10,50,cocaine
1286,RF,0.9472354459713364,0.011206210285714285,0.10585938921850194,0.05509428571428592,10,50,cocaine
1287,RF,0.9879257323737294,0.0025968420000000007,0.05095921898930556,0.01839571428571457,10,50,cocaine
1288,RF,0.9361660652218774,0.009970759976190477,0.09985369285204466,0.06335071428571434,10,50,cocaine
1289,RF,0.9666764129018373,0.003136494268077603,0.05600441293396086,0.0406132275132275,10,50,cocaine
1290,RF,0.9498095211350285,0.0060821895238095235,0.07798839351986629,0.04897999999999999,10,50,cocaine
1291,RF,0.9595091779316882,0.004874917106627799,0.06982060660455335,0.04882312925170074,10,50,cocaine
1292,RF,0.9727001629639925,0.0038894634634634704,0.06236556312151339,0.03896696696696707,10,50,control
1293,RF,0.9366737300830584,0.008363048940384622,0.09144970716401787,0.06499897435897445,10,50,control
1294,RF,0.9464705536096393,0.005129909189189195,0.07162338437402407,0.051520720720720795,10,50,control
1295,RF,0.901516949459024,0.018816056056056067,0.13717162992417953,0.1048468468468469,10,50,control
1296,RF,0.9593055790304926,0.004754950038675411,0.06895614576435817,0.05016087516087518,10,50,control
1297,RF,0.9627156781703856,0.004485777497497497,0.06697594715640456,0.04564744744744748,10,50,control
1298,RF,0.9508011490795242,0.005936259639639646,0.07704712609591383,0.05154714714714719,10,50,control
1299,RF,0.9712729130054462,0.004049853374174173,0.06363845829507636,0.045929609609609644,10,50,control
1300,RF,0.9395693269589737,0.008571974974974977,0.09258496084664602,0.06355615615615624,10,50,control
1301,RF,0.9809698030106229,0.0028018093693693742,0.05293212039366432,0.024690090090090367,10,50,control
1302,RF,0.9884497601774755,0.0021368418018018025,0.046225986217730414,0.02013333333333362,10,50,control
1303,RF,0.97626816843672,0.002311067047047049,0.04807355871003362,0.03546846846846856,10,50,control
1304,RF,0.9565990987577284,0.004984601081081087,0.07060170735245067,0.044789189189189435,10,50,control
1305,RF,0.9366726051357263,0.007372086926926935,0.0858608579442748,0.06124984984984993,10,50,control
1306,RF,0.9697156753930766,0.005395354594594602,0.07345307750254308,0.04256036036036063,10,50,control
1307,RF,0.9687499450530038,0.004290144809009011,0.06549919701041389,0.041220360360360524,10,50,control
1308,RF,0.9754114714579808,0.00314337585585586,0.05606581717816891,0.03740180180180187,10,50,control
1309,RF,0.9717406624063205,0.0010339344144144182,0.03215485055811049,0.01814774774774789,10,50,control
1310,RF,0.9643548308189236,0.006470314234234235,0.08043826349589003,0.04649729729729747,10,50,control
1311,RF,0.9997082074094487,4.001477477477531e-05,0.006325723261001489,0.003126126126126506,10,50,control
1312,RF,0.943334909314688,0.012846759279279276,0.11334354537987276,0.06577477477477496,10,50,control
1313,RF,0.8966412165717188,0.018882013071471478,0.13741183745031385,0.10126774774774794,10,50,control
1314,RF,0.946237152328415,0.004826226386386387,0.06947104710875161,0.03731891891891921,10,50,control
1315,RF,0.9795110093426697,0.0035697502302302346,0.05974738680670674,0.03795315315315329,10,50,control
1316,RF,0.9659106126954954,0.003173613428571432,0.056334833172482474,0.03670714285714295,50,50,cocaine
1317,RF,0.9545576587773917,0.007374024,0.08587213750687704,0.057302857142857266,50,50,cocaine
1318,RF,0.9408292387428883,0.0058592128571428575,0.07654549534193934,0.049987142857142876,50,50,cocaine
1319,RF,0.9516396170802864,0.009956615999999996,0.09978284421682916,0.05598000000000026,50,50,cocaine
1320,RF,0.9759812299335364,0.0038604657142857148,0.06213264612332002,0.03030285714285718,50,50,cocaine
1321,RF,0.9764696206324902,0.003377634571428569,0.058117420550369996,0.03194428571428578,50,50,cocaine
1322,RF,0.9686055289547938,0.002351554000000002,0.0484928242114233,0.0330157142857143,50,50,cocaine
1323,RF,0.9580355451535125,0.008844432571428574,0.09404484340690122,0.052931428571428796,50,50,cocaine
1324,RF,0.9529910138585902,0.006033689714285716,0.07767682868324192,0.05585142857142859,50,50,cocaine
1325,RF,0.937896600018268,0.00660142,0.08124912307219076,0.0560571428571429,50,50,cocaine
1326,RF,0.9879837099375636,0.002154421428571431,0.046415745481155755,0.02453000000000019,50,50,cocaine
1327,RF,0.9573477375301289,0.005228456,0.07230806317417167,0.04799428571428572,50,50,cocaine
1328,RF,0.9999999100164108,1.9999999999998614e-08,0.0001414213562373046,4.000000000030429e-05,50,50,cocaine
1329,RF,0.9878065749669848,0.001672005428571429,0.04089016298049482,0.022750000000000208,50,50,cocaine
1330,RF,0.9741785939441755,0.0017419668571428575,0.041736876466056456,0.029828571428571454,50,50,cocaine
1331,RF,0.9260041855751188,0.00962212085714285,0.09809240978354467,0.05210142857142854,50,50,cocaine
1332,RF,0.9778629203940395,0.00322753142857143,0.056811367071840736,0.04027428571428574,50,50,cocaine
1333,RF,0.9487963883613703,0.01087469514285714,0.10428180638470519,0.05384714285714305,50,50,cocaine
1334,RF,0.9899357343675997,0.002164546000000001,0.046524681621694104,0.015727142857143137,50,50,cocaine
1335,RF,0.931632659152698,0.010678870857142853,0.1033386222916817,0.06778285714285719,50,50,cocaine
1336,RF,0.9671362363734288,0.0030932146031746005,0.05561667558542672,0.03901904761904758,50,50,cocaine
1337,RF,0.9588392237540565,0.004987950857142856,0.07062542642096298,0.04305142857142859,50,50,cocaine
1338,RF,0.9563891800750917,0.00525055114285715,0.07246068687817657,0.050015714285714365,50,50,cocaine
1339,RF,0.9711944238286702,0.004103989189189198,0.06406238513503222,0.0424720720720722,50,50,control
1340,RF,0.9434655047073912,0.007466107692307699,0.08640664148262966,0.06205769230769236,50,50,control
1341,RF,0.9511027625348143,0.004685988828828835,0.06845428276469512,0.05138918918918925,50,50,control
1342,RF,0.9009296364651719,0.018928267387387395,0.13758003993089765,0.10228828828828833,50,50,control
1343,RF,0.950425866335327,0.005792502342342338,0.07610849060612317,0.052832432432432457,50,50,control
1344,RF,0.9652529779283592,0.00418050810810811,0.06465684888786423,0.0433621621621622,50,50,control
1345,RF,0.9454979217875772,0.006576139099099103,0.08109339738288872,0.0562738738738739,50,50,control
1346,RF,0.9768094876645922,0.0032693246846846827,0.05717800875060868,0.040828828828828836,50,50,control
1347,RF,0.9353923256384268,0.009164474594594595,0.095731262368124,0.06372792792792803,50,50,control
1348,RF,0.9805071685452051,0.002869922882882891,0.05357166119211622,0.026036036036036405,50,50,control
1349,RF,0.9890525946159655,0.002025314954954954,0.045003499363437886,0.02061441441441469,50,50,control
1350,RF,0.9773158392026742,0.002209042162162164,0.047000448531499824,0.03308468468468475,50,50,control
1351,RF,0.9515948603212988,0.005559338738738746,0.07456097329527522,0.04743603603603628,50,50,control
1352,RF,0.9286106538880767,0.008310597117117124,0.09116247647534113,0.06377477477477482,50,50,control
1353,RF,0.9654680466084793,0.006152098018018022,0.07843531104048751,0.045275675675675954,50,50,control
1354,RF,0.9701875102114655,0.004092789549549554,0.06397491343917203,0.04282342342342361,50,50,control
1355,RF,0.9714955022830847,0.0036439899099099137,0.060365469516188756,0.03860540540540549,50,50,control
1356,RF,0.9709407798882324,0.0010632000000000044,0.03260674776790848,0.019099099099099202,50,50,control
1357,RF,0.9665106371939483,0.006078992072072073,0.07796789128912025,0.044077477477477665,50,50,control
1358,RF,0.9996603395603705,4.6579099099099826e-05,0.006824888211472758,0.0030324324324328715,50,50,control
1359,RF,0.9458569156433103,0.012274985585585586,0.11079253397944099,0.06480900900900917,50,50,control
1360,RF,0.895226016322,0.019140547747747743,0.13834936844000317,0.09731171171171189,50,50,control
1361,RF,0.9404532982219291,0.005345436036036039,0.07311248891971904,0.037144144144144436,50,50,control
1362,RF,0.9790444518688988,0.003651037477477482,0.060423815482618125,0.038520720720720866,50,50,control
1363,RF,0.9655005848640345,0.003211785714285716,0.056672618735026846,0.036940000000000084,100,50,cocaine
1364,RF,0.9504883824664487,0.008034354000000004,0.0896345580677453,0.05617571428571443,100,50,cocaine
1365,RF,0.9392398878605275,0.006016593714285717,0.07756670493379049,0.05301428571428575,100,50,cocaine
1366,RF,0.9501567676485522,0.010261910571428568,0.1013010886981407,0.053190000000000286,100,50,cocaine
1367,RF,0.9758803988216935,0.003876672,0.06226292636874691,0.029902857142857175,100,50,cocaine
1368,RF,0.9735846985799199,0.0037917465714285684,0.06157715949464191,0.03279000000000007,100,50,cocaine
1369,RF,0.9765218767699232,0.0017585922857142877,0.041935573034290206,0.03147857142857145,100,50,cocaine
1370,RF,0.9535474863225256,0.009790336285714287,0.09894612819971425,0.06012714285714306,100,50,cocaine
1371,RF,0.9496970435219518,0.006456476857142857,0.08035220505463965,0.055050000000000016,100,50,cocaine
1372,RF,0.933093214978272,0.007112006571428572,0.08433271353056637,0.05782428571428575,100,50,cocaine
1373,RF,0.9884388962590014,0.0020728102857142877,0.045528126314557334,0.02485428571428592,100,50,cocaine
1374,RF,0.9530439336742677,0.005756030571428572,0.07586850843023456,0.04787571428571431,100,50,cocaine
1375,RF,0.9999999292986085,1.5714285714298003e-08,0.00012535663410565077,3.0000000000304038e-05,100,50,cocaine
1376,RF,0.9893457710984632,0.0014609454285714296,0.03822231584521573,0.02153857142857167,100,50,cocaine
1377,RF,0.9728777666318575,0.0018297234285714298,0.04277526655172858,0.029585714285714344,100,50,cocaine
1378,RF,0.925948664692933,0.009629340571428566,0.09812920345864715,0.0541885714285714,100,50,cocaine
1379,RF,0.9733575568438408,0.003884402285714284,0.062324973210698485,0.04060857142857144,100,50,cocaine
1380,RF,0.9444359932347358,0.011800761999999998,0.10863131224467464,0.05655285714285738,100,50,cocaine
1381,RF,0.9841040257084734,0.0034187857142857136,0.0584703832233526,0.020680000000000278,100,50,cocaine
1382,RF,0.9362386119878722,0.009959428285714287,0.09979693525211226,0.06360714285714292,100,50,cocaine
1383,RF,0.9633810935842018,0.003446657460317459,0.05870824013984288,0.04207460317460315,100,50,cocaine
1384,RF,0.9562214216338798,0.005305181714285715,0.07283667835840481,0.04530857142857145,100,50,cocaine
1385,RF,0.9648004314348203,0.004237873428571434,0.06509895105584601,0.04643000000000008,100,50,cocaine
1386,RF,0.9741794862247763,0.003678701261261268,0.06065229807073486,0.03967207207207218,100,50,control
1387,RF,0.948744604562333,0.0067689346153846225,0.08227353532810307,0.059103846153846215,100,50,control
1388,RF,0.9564339735123903,0.004175080720720725,0.06461486454927166,0.046326126126126216,100,50,control
1389,RF,0.9109501245987848,0.017013764684684688,0.13043682257968678,0.10023963963963968,100,50,control
1390,RF,0.9558744216234719,0.005155864504504505,0.07180434878546357,0.05223063063063065,100,50,control
1391,RF,0.9652421113501273,0.004181815495495495,0.06466695829784709,0.044850450450450455,100,50,control
1392,RF,0.9490584762860838,0.006146527927927929,0.07839979545845721,0.05348648648648649,100,50,control
1393,RF,0.9796390346806293,0.002870424144144143,0.05357633940597419,0.03791171171171172,100,50,control
1394,RF,0.947082345276694,0.007506267747747748,0.08663871967975835,0.061320720720720805,100,50,control
1395,RF,0.9811582663135497,0.002774061981981985,0.05266936473873579,0.024050450450450782,100,50,control
1396,RF,0.9872576756105765,0.0023573823423423423,0.04855288191593103,0.02308828828828856,100,50,control
1397,RF,0.9746803234202119,0.0024656954954954966,0.049655770012109336,0.03511531531531542,100,50,control
1398,RF,0.9416067625253609,0.0067064735135135235,0.08189306144914552,0.05040000000000023,100,50,control
1399,RF,0.933113478747149,0.007786412972972976,0.0882406537428921,0.06404324324324331,100,50,control
1400,RF,0.9630906028440845,0.006575655495495499,0.0810904155587792,0.04593873873873898,100,50,control
1401,RF,0.9717758537281825,0.0038747347747747816,0.062247367613215435,0.04088468468468489,100,50,control
1402,RF,0.9708252482595137,0.003729674594594601,0.06107106184269765,0.03843423423423436,100,50,control
1403,RF,0.9747932210097409,0.0009222493693693764,0.030368558895169463,0.01897297297297317,100,50,control
1404,RF,0.9625034724206342,0.00680637297297297,0.08250074528737888,0.04498558558558576,100,50,control
1405,RF,0.9997053063276863,4.041261261261306e-05,0.006357091521491024,0.003000000000000391,100,50,control
1406,RF,0.9453390631219032,0.012392389909909905,0.11132111169903894,0.06096216216216236,100,50,control
1407,RF,0.8844188626029366,0.021114843603603602,0.1453094752712417,0.10187927927927946,100,50,control
1408,RF,0.9279095473641402,0.0064714735135135175,0.08044546919195336,0.03692792792792824,100,50,control
1409,RF,0.9797544680531121,0.00352733297297298,0.0593913543621711,0.03598378378378398,100,50,control
1410,RF,0.9663927145427206,0.0031287312814496275,0.055935063077193606,0.037410534013605466,10,100,cocaine
1411,RF,0.953516465329385,0.007542980644126965,0.08685033473813998,0.05768619047619037,10,100,cocaine
1412,RF,0.9417704323576304,0.005766013891785709,0.07593427349876807,0.05272566666666657,10,100,cocaine
1413,RF,0.9508204890064387,0.01012526114285713,0.1006243566084133,0.05586571428571433,10,100,cocaine
1414,RF,0.9764039615079426,0.0037925213214285752,0.06158345006110469,0.030640714285714347,10,100,cocaine
1415,RF,0.9740882838705835,0.0037194601428571297,0.060987376914055993,0.03317999999999988,10,100,cocaine
1416,RF,0.9729907062834295,0.0020230891160714294,0.044978762945099206,0.03258940476190475,10,100,cocaine
1417,RF,0.9560375256430328,0.009265535357142834,0.09625765090185213,0.05727214285714276,10,100,cocaine
1418,RF,0.9485647261927603,0.006601811866111099,0.08125153454619241,0.05462049999999995,10,100,cocaine
1419,RF,0.9387804385809245,0.006507470400364422,0.08066889363543064,0.0558202959183673,10,100,cocaine
1420,RF,0.9901715150637249,0.0017621660634920702,0.04197816174503203,0.02326047619047628,10,100,cocaine
1421,RF,0.9550998837622495,0.0055040053809523835,0.0741889842291454,0.04684904761904759,10,100,cocaine
1422,RF,0.9999999591860149,9.071428571420865e-09,9.524404743300689e-05,1.3571428571639804e-05,10,100,cocaine
1423,RF,0.9905580384664341,0.0012947150532142864,0.035982149091101916,0.020563571428571428,10,100,cocaine
1424,RF,0.9748513149446488,0.0016965836706349221,0.04118960634231556,0.02971285714285716,10,100,cocaine
1425,RF,0.9232342320861736,0.009982314571428574,0.09991153372573446,0.05598999999999991,10,100,cocaine
1426,RF,0.9790031226453718,0.003061292761746024,0.05532895048476904,0.04012571428571418,10,100,cocaine
1427,RF,0.952959680715932,0.00999048924999998,0.0999524349378242,0.05554499999999999,10,100,cocaine
1428,RF,0.9872332364074323,0.0027457787857142874,0.05240017925269233,0.01796928571428588,10,100,cocaine
1429,RF,0.9310575778382112,0.010768697651832387,0.10377233567686711,0.06533333928571408,10,100,cocaine
1430,RF,0.9668605561608539,0.0031191622721340345,0.05584946080432679,0.040388518518518476,10,100,cocaine
1431,RF,0.9569871817367208,0.005212385268015867,0.07219685081785678,0.043371880952380905,10,100,cocaine
1432,RF,0.9622179913326744,0.004548787872579359,0.06744470233146084,0.046657785714285624,10,100,cocaine
1433,RF,0.9691915686252728,0.0043893400550550545,0.06625209472201656,0.04384084084084073,10,100,control
1434,RF,0.9534651797988966,0.006145521902431085,0.07839337920023019,0.05924630494505475,10,100,control
1435,RF,0.955968340494802,0.004219703918918919,0.06495924814003715,0.048913513513513425,10,100,control
1436,RF,0.9037610171476578,0.018387307117117103,0.13559980500397892,0.10154684684684677,10,100,control
1437,RF,0.9581858512940711,0.004885784912762769,0.06989838991538194,0.05135324324324323,10,100,control
1438,RF,0.9628729871325217,0.004466851231231221,0.06683450629151996,0.04540120120120109,10,100,control
1439,RF,0.9450354943581474,0.00663193489989989,0.08143669258939665,0.055505705705705566,10,100,control
1440,RF,0.9770082902680718,0.0032412981258258195,0.056932399614154854,0.03962003003002982,10,100,control
1441,RF,0.9462246052104062,0.007627936529729719,0.08733805888459921,0.059755855855855786,10,100,control
1442,RF,0.9818966298434094,0.0026653529729729632,0.05162705659799872,0.02494234234234241,10,100,control
1443,RF,0.9875585211356706,0.0023017246846846833,0.04797629294437705,0.021407207207207322,10,100,control
1444,RF,0.9766188663846094,0.0022769151751751726,0.04771703233830843,0.034130930930930864,10,100,control
1445,RF,0.9466565950282284,0.00612649936936936,0.07827195774585788,0.048471171171171015,10,100,control
1446,RF,0.9390567509052051,0.007094543063063059,0.08422911054417623,0.060281081081080996,10,100,control
1447,RF,0.9635440319460358,0.006494874074074063,0.08059078157006584,0.04635975975975979,10,100,control
1448,RF,0.9763871324598944,0.0032416781754407396,0.056935737243323195,0.037339768339768306,10,100,control
1449,RF,0.9764010943709306,0.0030168633333333295,0.05492598049496549,0.036801501501501445,10,100,control
1450,RF,0.9722531936401825,0.001015182252252249,0.03186192480457276,0.018424324324324264,10,100,control
1451,RF,0.9641319606300712,0.006510769650450445,0.0806893403768456,0.04708024024024036,10,100,control
1452,RF,0.9996838950829405,4.334882882882981e-05,0.0065839827482178145,0.0029963963963966977,10,100,control
1453,RF,0.9521047891396003,0.010858506306306297,0.10420415685713452,0.05993333333333324,10,100,control
1454,RF,0.8949193453743234,0.019196571673829363,0.13855169314674348,0.09911623623623612,10,100,control
1455,RF,0.9382795497468118,0.005540570830830831,0.07443501078679865,0.038332732732732785,10,100,control
1456,RF,0.9795673227184547,0.00355993887887888,0.05966522336234802,0.03789579579579575,10,100,control
1457,RF,0.9625983688475286,0.0034819727857142817,0.05900824337085694,0.03858071428571427,50,100,cocaine
1458,RF,0.9546574734908435,0.007357826857142838,0.08577777600954013,0.05516428571428558,50,100,cocaine
1459,RF,0.9357708324327322,0.0063601068571428505,0.0797502781007242,0.052012857142857034,50,100,cocaine
1460,RF,0.9550759501641641,0.009249130928571419,0.09617240211501124,0.05300357142857146,50,100,cocaine
1461,RF,0.9783527244616371,0.0034793024285714315,0.05898561204710375,0.030612857142857126,50,100,cocaine
1462,RF,0.9741125905777238,0.0037159710714285564,0.06095876533714045,0.03219642857142841,50,100,cocaine
1463,RF,0.9708032106640693,0.0021869400714285706,0.04676473106336196,0.033253571428571424,50,100,cocaine
1464,RF,0.956323688852247,0.009205223571428549,0.09594385635062075,0.05820571428571422,50,100,cocaine
1465,RF,0.9544379974368923,0.005847966714285701,0.07647199954418415,0.05391857142857138,50,100,cocaine
1466,RF,0.9403537556099308,0.006340231142857135,0.07962556839895797,0.05464857142857133,50,100,cocaine
1467,RF,0.9867659583646866,0.00237275421428572,0.04871092499928245,0.025836428571428722,50,100,cocaine
